5.62	13.85	13.12	9.03
5.63	13.83	13.15	9.03
5.64	13.79	13.19	9.02
5.65	13.77	13.21	9.02
5.67	13.73	13.25	9.01
5.68	13.69	13.30	9.01
5.69	13.67	13.32	9.01
5.71	13.63	13.36	9.00
5.72	13.61	13.38	9.00
5.73	13.57	13.42	9.00
5.74	13.53	13.47	9.00
5.76	13.51	13.49	9.00
5.77	13.47	13.53	9.00
5.78	13.45	13.55	9.00
5.79	13.41	13.59	9.00
5.81	13.37	13.63	9.00
5.82	13.35	13.65	9.00
5.83	13.30	13.69	9.01
5.84	13.28	13.71	9.01
5.86	13.24	13.75	9.01
5.87	13.22	13.76	9.02
5.88	13.18	13.80	9.02
5.89	13.13	13.84	9.03
5.91	13.11	13.86	9.03
5.92	13.07	13.90	9.04
5.93	13.04	13.91	9.04
5.94	13.00	13.95	9.05
5.96	12.95	13.99	9.06
5.97	12.93	14.00	9.06
5.98	12.89	14.04	9.07
5.99	12.86	14.06	9.08
6.01	12.82	14.09	9.09
6.02	12.77	14.12	9.10
6.03	12.75	14.14	9.11
6.04	12.70	14.17	9.12
6.06	12.68	14.19	9.13
6.07	12.63	14.22	9.14
6.08	12.59	14.25	9.16
6.09	12.56	14.27	9.17
6.11	12.52	14.30	9.18
6.12	12.50	14.31	9.19
6.13	12.45	14.34	9.21
6.14	12.42	14.36	9.22
6.16	12.38	14.39	9.23
6.17	12.33	14.42	9.25
6.18	12.31	14.43	9.26
6.20	12.26	14.46	9.28
6.21	12.24	14.47	9.29
6.22	12.19	14.50	9.31
6.23	12.14	14.52	9.33
6.25	12.12	14.54	9.34
6.26	12.07	14.56	9.37
6.27	12.05	14.57	9.38
0.00	12.00	14.60	9.40
0.01	11.95	14.62	9.43
0.03	11.93	14.63	9.44
0.04	11.88	14.66	9.46
0.05	11.86	14.67	9.48
0.06	11.81	14.69	9.50
0.08	11.76	14.71	9.53
0.09	11.74	14.72	9.54
0.10	11.69	14.74	9.57
0.11	11.67	14.75	9.58
0.13	11.62	14.77	9.61
0.14	11.58	14.78	9.64
0.15	11.55	14.79	9.66
0.16	11.51	14.81	9.69
0.18	11.48	14.82	9.70
0.19	11.44	14.83	9.73
0.20	11.41	14.84	9.75
0.21	11.37	14.86	9.78
0.23	11.32	14.87	9.81
0.24	11.30	14.88	9.83
0.25	11.25	14.89	9.86
0.26	11.23	14.90	9.88
0.28	11.18	14.91	9.91
0.29	11.14	14.92	9.94
0.30	11.11	14.93	9.96
0.31	11.07	14.94	10.00
0.33	11.05	14.94	10.01
0.34	11.00	14.95	10.05
0.35	10.96	14.96	10.09
0.36	10.93	14.96	10.10
0.38	10.89	14.97	10.14
0.39	10.87	14.97	10.16
0.40	10.82	14.98	10.20
0.41	10.78	14.98	10.24
0.43	10.76	14.99	10.25
0.44	10.72	14.99	10.29
0.45	10.70	14.99	10.31
0.46	10.65	15.00	10.35
0.48	10.63	15.00	10.37
0.49	10.59	15.00	10.41
0.50	10.55	15.00	10.45
0.52	10.53	15.00	10.47
0.53	10.49	15.00	10.51
0.54	10.47	15.00	10.53
0.55	10.43	15.00	10.58
0.57	10.39	15.00	10.62
0.58	10.37	15.00	10.64
0.59	10.33	14.99	10.68
0.60	10.31	14.99	10.70
0.62	10.27	14.99	10.75
0.63	10.23	14.98	10.79
0.64	10.21	14.98	10.81
0.65	10.17	14.97	10.85
0.67	10.15	14.97	10.88
0.68	10.12	14.96	10.92
0.69	10.08	14.96	10.96
0.70	10.06	14.95	10.99
0.72	10.03	14.94	11.03
0.73	10.01	14.94	11.05
0.74	9.97	14.93	11.10
0.75	9.94	14.92	11.14
0.77	9.92	14.91	11.17
0.78	9.89	14.90	11.21
0.79	9.87	14.89	11.24
0.80	9.84	14.88	11.28
0.82	9.82	14.88	11.30
0.83	9.79	14.86	11.35
0.84	9.76	14.85	11.40
0.85	9.74	14.84	11.42
0.87	9.71	14.82	11.47
0.88	9.70	14.82	11.49
0.89	9.67	14.80	11.54
0.90	9.64	14.78	11.58
0.92	9.62	14.77	11.61
0.93	9.59	14.75	11.65
0.94	9.58	14.74	11.68
0.96	9.55	14.72	11.72
0.97	9.52	14.70	11.77
0.98	9.51	14.69	11.79
0.99	9.48	14.67	11.84
1.01	9.47	14.66	11.87
1.02	9.45	14.64	11.91
1.03	9.42	14.62	11.96
1.04	9.41	14.61	11.98
1.06	9.39	14.58	12.03
1.07	9.37	14.57	12.06
1.08	9.35	14.55	12.10
1.09	9.33	14.52	12.15
1.11	9.32	14.51	12.17
1.12	9.30	14.48	12.22
1.13	9.29	14.47	12.24
1.14	9.27	14.44	12.29
1.16	9.26	14.43	12.32
1.17	9.24	14.40	12.36
1.18	9.22	14.37	12.41
1.19	9.21	14.35	12.43
1.21	9.20	14.33	12.48
1.22	9.19	14.31	12.50
1.23	9.17	14.28	12.55
1.24	9.16	14.25	12.60
1.26	9.15	14.23	12.62
1.27	9.13	14.20	12.67
1.28	9.13	14.18	12.69
1.29	9.11	14.15	12.73
1.31	9.10	14.12	12.78
1.32	9.10	14.10	12.80
1.33	9.08	14.07	12.85
1.34	9.08	14.05	12.87
1.36	9.07	14.02	12.92
1.37	9.06	13.98	12.96
1.38	9.05	13.96	12.98
1.39	9.05	13.93	13.03
1.41	9.04	13.91	13.05
1.42	9.03	13.87	13.10
1.43	9.03	13.85	13.12
1.45	9.02	13.82	13.16
1.46	9.02	13.78	13.20
1.47	9.02	13.76	13.23
1.48	9.01	13.72	13.27
1.50	9.01	13.70	13.29
1.51	9.01	13.66	13.33
1.52	9.00	13.62	13.38
1.53	9.00	13.60	13.40
1.55	9.00	13.56	13.44
1.56	9.00	13.54	13.46
1.57	9.00	13.50	13.50
1.58	9.00	13.46	13.54
1.60	9.00	13.44	13.56
1.61	9.00	13.40	13.60
1.62	9.00	13.38	13.62
1.63	9.01	13.33	13.66
1.65	9.01	13.29	13.70
1.66	9.01	13.27	13.72
1.67	9.02	13.23	13.76
1.68	9.02	13.20	13.78
1.70	9.02	13.16	13.82
1.71	9.03	13.12	13.85
1.72	9.03	13.10	13.87
1.73	9.04	13.05	13.91
1.75	9.05	13.03	13.93
1.76	9.05	12.98	13.96
1.77	9.06	12.96	13.98
1.78	9.07	12.92	14.02
1.80	9.08	12.87	14.05
1.81	9.08	12.85	14.07
1.82	9.10	12.80	14.10
1.83	9.10	12.78	14.12
1.85	9.11	12.73	14.15
1.86	9.13	12.69	14.18
1.87	9.13	12.67	14.20
1.88	9.15	12.62	14.23
1.90	9.16	12.60	14.25
1.91	9.17	12.55	14.28
1.92	9.19	12.50	14.31
1.94	9.20	12.48	14.33
1.95	9.21	12.43	14.35
1.96	9.22	12.41	14.37
1.97	9.24	12.36	14.40
1.99	9.26	12.32	14.43
2.00	9.27	12.29	14.44
2.01	9.29	12.24	14.47
2.02	9.30	12.22	14.48
2.04	9.32	12.17	14.51
2.05	9.33	12.15	14.52
2.06	9.35	12.10	14.55
2.07	9.37	12.06	14.57
2.09	9.39	12.03	14.58
2.10	9.41	11.98	14.61
2.11	9.42	11.96	14.62
2.12	9.45	11.91	14.64
2.14	9.47	11.87	14.66
2.15	9.48	11.84	14.67
2.16	9.51	11.79	14.69
2.17	9.52	11.77	14.70
2.19	9.55	11.72	14.72
2.20	9.58	11.68	14.74
2.21	9.59	11.65	14.75
2.22	9.62	11.61	14.77
2.24	9.64	11.58	14.78
2.25	9.67	11.54	14.80
2.26	9.70	11.49	14.82
2.27	9.71	11.47	14.82
2.29	9.74	11.42	14.84
2.30	9.76	11.40	14.85
2.31	9.79	11.35	14.86
2.32	9.82	11.30	14.88
2.34	9.84	11.28	14.88
2.35	9.87	11.24	14.89
2.36	9.89	11.21	14.90
2.38	9.92	11.17	14.91
2.39	9.94	11.14	14.92
2.40	9.97	11.10	14.93
2.41	10.01	11.05	14.94
2.43	10.03	11.03	14.94
2.44	10.06	10.99	14.95
2.45	10.08	10.96	14.96
2.46	10.12	10.92	14.96
2.48	10.15	10.88	14.97
2.49	10.17	10.85	14.97
2.50	10.21	10.81	14.98
2.51	10.23	10.79	14.98
2.53	10.27	10.75	14.99
2.54	10.31	10.70	14.99
2.55	10.33	10.68	14.99
2.56	10.37	10.64	15.00
2.58	10.39	10.62	15.00
2.59	10.43	10.58	15.00
2.60	10.47	10.53	15.00
2.61	10.49	10.51	15.00
2.63	10.53	10.47	15.00
2.64	10.55	10.45	15.00
2.65	10.59	10.41	15.00
2.66	10.63	10.37	15.00
2.68	10.65	10.35	15.00
2.69	10.70	10.31	14.99
2.70	10.72	10.29	14.99
2.71	10.76	10.25	14.99
2.73	10.78	10.24	14.98
2.74	10.82	10.20	14.98
2.75	10.87	10.16	14.97
2.76	10.89	10.14	14.97
2.78	10.93	10.10	14.96
2.79	10.96	10.09	14.96
2.80	11.00	10.05	14.95
2.81	11.05	10.01	14.94
2.83	11.07	10.00	14.94
2.84	11.11	9.96	14.93
2.85	11.14	9.94	14.92
2.87	11.18	9.91	14.91
2.88	11.23	9.88	14.90
2.89	11.25	9.86	14.89
2.90	11.30	9.83	14.88
2.92	11.32	9.81	14.87
2.93	11.37	9.78	14.86
2.94	11.41	9.75	14.84
2.95	11.44	9.73	14.83
2.97	11.48	9.70	14.82
2.98	11.51	9.69	14.81
2.99	11.55	9.66	14.79
3.00	11.58	9.64	14.78
3.02	11.62	9.61	14.77
3.03	11.67	9.58	14.75
3.04	11.69	9.57	14.74
3.05	11.74	9.54	14.72
3.07	11.76	9.53	14.71
3.08	11.81	9.50	14.69
3.09	11.86	9.48	14.67
3.10	11.88	9.46	14.66
3.12	11.93	9.44	14.63
3.13	11.95	9.43	14.62
3.14	12.00	9.40	14.60
3.15	12.05	9.38	14.57
3.17	12.07	9.37	14.56
3.18	12.12	9.34	14.54
3.19	12.14	9.33	14.52
3.20	12.19	9.31	14.50
3.22	12.24	9.29	14.47
3.23	12.26	9.28	14.46
3.24	12.31	9.26	14.43
3.25	12.33	9.25	14.42
3.27	12.38	9.23	14.39
3.28	12.42	9.22	14.36
3.29	12.45	9.21	14.34
3.30	12.50	9.19	14.31
3.32	12.52	9.18	14.30
3.33	12.56	9.17	14.27
3.34	12.59	9.16	14.25
3.36	12.63	9.14	14.22
3.37	12.68	9.13	14.19
3.38	12.70	9.12	14.17
3.39	12.75	9.11	14.14
3.41	12.77	9.10	14.12
3.42	12.82	9.09	14.09
3.43	12.86	9.08	14.06
3.44	12.89	9.07	14.04
3.46	12.93	9.06	14.00
3.47	12.95	9.06	13.99
3.48	13.00	9.05	13.95
3.49	13.04	9.04	13.91
3.51	13.07	9.04	13.90
3.52	13.11	9.03	13.86
3.53	13.13	9.03	13.84
3.54	13.18	9.02	13.80
3.56	13.22	9.02	13.76
3.57	13.24	9.01	13.75
3.58	13.28	9.01	13.71
3.59	13.30	9.01	13.69
3.61	13.35	9.00	13.65
3.62	13.37	9.00	13.63
3.63	13.41	9.00	13.59
3.64	13.45	9.00	13.55
3.66	13.47	9.00	13.53
3.67	13.51	9.00	13.49
3.68	13.53	9.00	13.47
3.69	13.57	9.00	13.42
3.71	13.61	9.00	13.38
3.72	13.63	9.00	13.36
3.73	13.67	9.01	13.32
3.74	13.69	9.01	13.30
3.76	13.73	9.01	13.25
3.77	13.77	9.02	13.21
3.78	13.79	9.02	13.19
3.80	13.83	9.03	13.15
3.81	13.85	9.03	13.12
3.82	13.88	9.04	13.08
3.83	13.92	9.04	13.04
3.85	13.94	9.05	13.01
3.86	13.97	9.06	12.97
3.87	13.99	9.06	12.95
3.88	14.03	9.07	12.90
3.90	14.06	9.08	12.86
3.91	14.08	9.09	12.83
3.92	14.11	9.10	12.79
3.93	14.13	9.11	12.76
3.95	14.16	9.12	12.72
3.96	14.18	9.12	12.70
3.97	14.21	9.14	12.65
3.98	14.24	9.15	12.60
4.00	14.26	9.16	12.58
4.01	14.29	9.18	12.53
4.02	14.30	9.18	12.51
4.03	14.33	9.20	12.46
4.05	14.36	9.22	12.42
4.06	14.38	9.23	12.39
4.07	14.41	9.25	12.35
4.08	14.42	9.26	12.32
4.10	14.45	9.28	12.28
4.11	14.48	9.30	12.23
4.12	14.49	9.31	12.21
4.13	14.52	9.33	12.16
4.15	14.53	9.34	12.13
4.16	14.55	9.36	12.09
4.17	14.58	9.38	12.04
4.18	14.59	9.39	12.02
4.20	14.61	9.42	11.97
4.21	14.63	9.43	11.94
4.22	14.65	9.45	11.90
4.23	14.67	9.48	11.85
4.25	14.68	9.49	11.83
4.26	14.70	9.52	11.78
4.27	14.71	9.53	11.76
4.29	14.73	9.56	11.71
4.30	14.74	9.57	11.68
4.31	14.76	9.60	11.64
4.32	14.78	9.63	11.59
4.34	14.79	9.65	11.57
4.35	14.80	9.67	11.52
4.36	14.81	9.69	11.50
4.37	14.83	9.72	11.45
4.39	14.84	9.75	11.40
4.40	14.85	9.77	11.38
4.41	14.87	9.80	11.33
4.42	14.87	9.82	11.31
4.44	14.89	9.85	11.27
4.45	14.90	9.88	11.22
4.46	14.90	9.90	11.20
4.47	14.92	9.93	11.15
4.49	14.92	9.95	11.13
4.50	14.93	9.98	11.08
4.51	14.94	10.02	11.04
4.52	14.95	10.04	11.02
4.54	14.96	10.07	10.97
4.55	14.96	10.09	10.95
4.56	14.97	10.13	10.90
4.57	14.97	10.15	10.88
4.59	14.98	10.18	10.84
4.60	14.98	10.22	10.80
4.61	14.98	10.24	10.77
4.62	14.99	10.28	10.73
4.64	14.99	10.30	10.71
4.65	14.99	10.34	10.67
4.66	15.00	10.38	10.62
4.67	15.00	10.40	10.60
4.69	15.00	10.44	10.56
4.70	15.00	10.46	10.54
4.71	15.00	10.50	10.50
4.71	15.00	10.50	10.50
4.70	15.00	10.46	10.54
4.69	15.00	10.44	10.56
4.67	15.00	10.40	10.60
4.66	15.00	10.38	10.62
4.65	14.99	10.34	10.67
4.64	14.99	10.30	10.71
4.62	14.99	10.28	10.73
4.61	14.98	10.24	10.77
4.60	14.98	10.22	10.80
4.59	14.98	10.18	10.84
4.57	14.97	10.15	10.88
4.56	14.97	10.13	10.90
4.55	14.96	10.09	10.95
4.54	14.96	10.07	10.97
4.52	14.95	10.04	11.02
4.51	14.94	10.02	11.04
4.50	14.93	9.98	11.08
4.49	14.92	9.95	11.13
4.47	14.92	9.93	11.15
4.46	14.90	9.90	11.20
4.45	14.90	9.88	11.22
4.44	14.89	9.85	11.27
4.42	14.87	9.82	11.31
4.41	14.87	9.80	11.33
4.40	14.85	9.77	11.38
4.39	14.84	9.75	11.40
4.37	14.83	9.72	11.45
4.36	14.81	9.69	11.50
4.35	14.80	9.67	11.52
4.34	14.79	9.65	11.57
4.32	14.78	9.63	11.59
4.31	14.76	9.60	11.64
4.30	14.74	9.57	11.68
4.29	14.73	9.56	11.71
4.27	14.71	9.53	11.76
4.26	14.70	9.52	11.78
4.25	14.68	9.49	11.83
4.23	14.67	9.48	11.85
4.22	14.65	9.45	11.90
4.21	14.63	9.43	11.94
4.20	14.61	9.42	11.97
4.18	14.59	9.39	12.02
4.17	14.58	9.38	12.04
4.16	14.55	9.36	12.09
4.15	14.53	9.34	12.13
4.13	14.52	9.33	12.16
4.12	14.49	9.31	12.21
4.11	14.48	9.30	12.23
4.10	14.45	9.28	12.28
4.08	14.42	9.26	12.32
4.07	14.41	9.25	12.35
4.06	14.38	9.23	12.39
4.05	14.36	9.22	12.42
4.03	14.33	9.20	12.46
4.02	14.30	9.18	12.51
4.01	14.29	9.18	12.53
4.00	14.26	9.16	12.58
3.98	14.24	9.15	12.60
3.97	14.21	9.14	12.65
3.96	14.18	9.12	12.70
3.95	14.16	9.12	12.72
3.93	14.13	9.11	12.76
3.92	14.11	9.10	12.79
3.91	14.08	9.09	12.83
3.90	14.06	9.08	12.86
3.88	14.03	9.07	12.90
3.87	13.99	9.06	12.95
3.86	13.97	9.06	12.97
3.85	13.94	9.05	13.01
3.83	13.92	9.04	13.04
3.82	13.88	9.04	13.08
3.81	13.85	9.03	13.12
3.80	13.83	9.03	13.15
3.78	13.79	9.02	13.19
3.77	13.77	9.02	13.21
3.76	13.73	9.01	13.25
3.74	13.69	9.01	13.30
3.73	13.67	9.01	13.32
3.72	13.63	9.00	13.36
3.71	13.61	9.00	13.38
3.69	13.57	9.00	13.42
3.68	13.53	9.00	13.47
3.67	13.51	9.00	13.49
3.66	13.47	9.00	13.53
3.64	13.45	9.00	13.55
3.63	13.41	9.00	13.59
3.62	13.37	9.00	13.63
3.61	13.35	9.00	13.65
3.59	13.30	9.01	13.69
3.58	13.28	9.01	13.71
3.57	13.24	9.01	13.75
3.56	13.22	9.02	13.76
3.54	13.18	9.02	13.80
3.53	13.13	9.03	13.84
3.52	13.11	9.03	13.86
3.51	13.07	9.04	13.90
3.49	13.04	9.04	13.91
3.48	13.00	9.05	13.95
3.47	12.95	9.06	13.99
3.46	12.93	9.06	14.00
3.44	12.89	9.07	14.04
3.43	12.86	9.08	14.06
3.42	12.82	9.09	14.09
3.41	12.77	9.10	14.12
3.39	12.75	9.11	14.14
3.38	12.70	9.12	14.17
3.37	12.68	9.13	14.19
3.36	12.63	9.14	14.22
3.34	12.59	9.16	14.25
3.33	12.56	9.17	14.27
3.32	12.52	9.18	14.30
3.30	12.50	9.19	14.31
3.29	12.45	9.21	14.34
3.28	12.42	9.22	14.36
3.27	12.38	9.23	14.39
3.25	12.33	9.25	14.42
3.24	12.31	9.26	14.43
3.23	12.26	9.28	14.46
3.22	12.24	9.29	14.47
3.20	12.19	9.31	14.50
3.19	12.14	9.33	14.52
3.18	12.12	9.34	14.54
3.17	12.07	9.37	14.56
3.15	12.05	9.38	14.57
3.14	12.00	9.40	14.60
3.13	11.95	9.43	14.62
3.12	11.93	9.44	14.63
3.10	11.88	9.46	14.66
3.09	11.86	9.48	14.67
3.08	11.81	9.50	14.69
3.07	11.76	9.53	14.71
3.05	11.74	9.54	14.72
3.04	11.69	9.57	14.74
3.03	11.67	9.58	14.75
3.02	11.62	9.61	14.77
3.00	11.58	9.64	14.78
2.99	11.55	9.66	14.79
2.98	11.51	9.69	14.81
2.97	11.48	9.70	14.82
2.95	11.44	9.73	14.83
2.94	11.41	9.75	14.84
2.93	11.37	9.78	14.86
2.92	11.32	9.81	14.87
2.90	11.30	9.83	14.88
2.89	11.25	9.86	14.89
2.88	11.23	9.88	14.90
2.87	11.18	9.91	14.91
2.85	11.14	9.94	14.92
2.84	11.11	9.96	14.93
2.83	11.07	10.00	14.94
2.81	11.05	10.01	14.94
2.80	11.00	10.05	14.95
2.79	10.96	10.09	14.96
2.78	10.93	10.10	14.96
2.76	10.89	10.14	14.97
2.75	10.87	10.16	14.97
2.74	10.82	10.20	14.98
2.73	10.78	10.24	14.98
2.71	10.76	10.25	14.99
2.70	10.72	10.29	14.99
2.69	10.70	10.31	14.99
2.68	10.65	10.35	15.00
2.66	10.63	10.37	15.00
2.65	10.59	10.41	15.00
2.64	10.55	10.45	15.00
2.63	10.53	10.47	15.00
2.61	10.49	10.51	15.00
2.60	10.47	10.53	15.00
2.59	10.43	10.58	15.00
2.58	10.39	10.62	15.00
2.56	10.37	10.64	15.00
2.55	10.33	10.68	14.99
2.54	10.31	10.70	14.99
2.53	10.27	10.75	14.99
2.51	10.23	10.79	14.98
2.50	10.21	10.81	14.98
2.49	10.17	10.85	14.97
2.48	10.15	10.88	14.97
2.46	10.12	10.92	14.96
2.45	10.08	10.96	14.96
2.44	10.06	10.99	14.95
2.43	10.03	11.03	14.94
2.41	10.01	11.05	14.94
2.40	9.97	11.10	14.93
2.39	9.94	11.14	14.92
2.38	9.92	11.17	14.91
2.36	9.89	11.21	14.90
2.35	9.87	11.24	14.89
2.34	9.84	11.28	14.88
2.32	9.82	11.30	14.88
2.31	9.79	11.35	14.86
2.30	9.76	11.40	14.85
2.29	9.74	11.42	14.84
2.27	9.71	11.47	14.82
2.26	9.70	11.49	14.82
2.25	9.67	11.54	14.80
2.24	9.64	11.58	14.78
2.22	9.62	11.61	14.77
2.21	9.59	11.65	14.75
2.20	9.58	11.68	14.74
2.19	9.55	11.72	14.72
2.17	9.52	11.77	14.70
2.16	9.51	11.79	14.69
2.15	9.48	11.84	14.67
2.14	9.47	11.87	14.66
2.12	9.45	11.91	14.64
2.11	9.42	11.96	14.62
2.10	9.41	11.98	14.61
2.09	9.39	12.03	14.58
2.07	9.37	12.06	14.57
2.06	9.35	12.10	14.55
2.05	9.33	12.15	14.52
2.04	9.32	12.17	14.51
2.02	9.30	12.22	14.48
2.01	9.29	12.24	14.47
2.00	9.27	12.29	14.44
1.99	9.26	12.32	14.43
1.97	9.24	12.36	14.40
1.96	9.22	12.41	14.37
1.95	9.21	12.43	14.35
1.94	9.20	12.48	14.33
1.92	9.19	12.50	14.31
1.91	9.17	12.55	14.28
1.90	9.16	12.60	14.25
1.88	9.15	12.62	14.23
1.87	9.13	12.67	14.20
1.86	9.13	12.69	14.18
1.85	9.11	12.73	14.15
1.83	9.10	12.78	14.12
1.82	9.10	12.80	14.10
1.81	9.08	12.85	14.07
1.80	9.08	12.87	14.05
1.78	9.07	12.92	14.02
1.77	9.06	12.96	13.98
1.76	9.05	12.98	13.96
1.75	9.05	13.03	13.93
1.73	9.04	13.05	13.91
1.72	9.03	13.10	13.87
1.71	9.03	13.12	13.85
1.70	9.02	13.16	13.82
1.68	9.02	13.20	13.78
1.67	9.02	13.23	13.76
1.66	9.01	13.27	13.72
1.65	9.01	13.29	13.70
1.63	9.01	13.33	13.66
1.62	9.00	13.38	13.62
1.61	9.00	13.40	13.60
1.60	9.00	13.44	13.56
1.58	9.00	13.46	13.54
1.57	9.00	13.50	13.50
1.56	9.00	13.54	13.46
1.55	9.00	13.56	13.44
1.53	9.00	13.60	13.40
1.52	9.00	13.62	13.38
1.51	9.01	13.66	13.33
1.50	9.01	13.70	13.29
1.48	9.01	13.72	13.27
1.47	9.02	13.76	13.23
1.46	9.02	13.78	13.20
1.45	9.02	13.82	13.16
1.43	9.03	13.85	13.12
1.42	9.03	13.87	13.10
1.41	9.04	13.91	13.05
1.39	9.05	13.93	13.03
1.38	9.05	13.96	12.98
1.37	9.06	13.98	12.96
1.36	9.07	14.02	12.92
1.34	9.08	14.05	12.87
1.33	9.08	14.07	12.85
1.32	9.10	14.10	12.80
1.31	9.10	14.12	12.78
1.29	9.11	14.15	12.73
1.28	9.13	14.18	12.69
1.27	9.13	14.20	12.67
1.26	9.15	14.23	12.62
1.24	9.16	14.25	12.60
1.23	9.17	14.28	12.55
1.22	9.19	14.31	12.50
1.21	9.20	14.33	12.48
1.19	9.21	14.35	12.43
1.18	9.22	14.37	12.41
1.17	9.24	14.40	12.36
1.16	9.26	14.43	12.32
1.14	9.27	14.44	12.29
1.13	9.29	14.47	12.24
1.12	9.30	14.48	12.22
1.11	9.32	14.51	12.17
1.09	9.33	14.52	12.15
1.08	9.35	14.55	12.10
1.07	9.37	14.57	12.06
1.06	9.39	14.58	12.03
1.04	9.41	14.61	11.98
1.03	9.42	14.62	11.96
1.02	9.45	14.64	11.91
1.01	9.47	14.66	11.87
0.99	9.48	14.67	11.84
0.98	9.51	14.69	11.79
0.97	9.52	14.70	11.77
0.96	9.55	14.72	11.72
0.94	9.58	14.74	11.68
0.93	9.59	14.75	11.65
0.92	9.62	14.77	11.61
0.90	9.64	14.78	11.58
0.89	9.67	14.80	11.54
0.88	9.70	14.82	11.49
0.87	9.71	14.82	11.47
0.85	9.74	14.84	11.42
0.84	9.76	14.85	11.40
0.83	9.79	14.86	11.35
0.82	9.82	14.88	11.30
0.80	9.84	14.88	11.28
0.79	9.87	14.89	11.24
0.78	9.89	14.90	11.21
0.77	9.92	14.91	11.17
0.75	9.94	14.92	11.14
0.74	9.97	14.93	11.10
0.73	10.01	14.94	11.05
0.72	10.03	14.94	11.03
0.70	10.06	14.95	10.99
0.69	10.08	14.96	10.96
0.68	10.12	14.96	10.92
0.67	10.15	14.97	10.88
0.65	10.17	14.97	10.85
0.64	10.21	14.98	10.81
0.63	10.23	14.98	10.79
0.62	10.27	14.99	10.75
0.60	10.31	14.99	10.70
0.59	10.33	14.99	10.68
0.58	10.37	15.00	10.64
0.57	10.39	15.00	10.62
0.55	10.43	15.00	10.58
0.54	10.47	15.00	10.53
0.53	10.49	15.00	10.51
0.52	10.53	15.00	10.47
0.50	10.55	15.00	10.45
0.49	10.59	15.00	10.41
0.48	10.63	15.00	10.37
0.46	10.65	15.00	10.35
0.45	10.70	14.99	10.31
0.44	10.72	14.99	10.29
0.43	10.76	14.99	10.25
0.41	10.78	14.98	10.24
0.40	10.82	14.98	10.20
0.39	10.87	14.97	10.16
0.38	10.89	14.97	10.14
0.36	10.93	14.96	10.10
0.35	10.96	14.96	10.09
0.34	11.00	14.95	10.05
0.33	11.05	14.94	10.01
0.31	11.07	14.94	10.00
0.30	11.11	14.93	9.96
0.29	11.14	14.92	9.94
0.28	11.18	14.91	9.91
0.26	11.23	14.90	9.88
0.25	11.25	14.89	9.86
0.24	11.30	14.88	9.83
0.23	11.32	14.87	9.81
0.21	11.37	14.86	9.78
0.20	11.41	14.84	9.75
0.19	11.44	14.83	9.73
0.18	11.48	14.82	9.70
0.16	11.51	14.81	9.69
0.15	11.55	14.79	9.66
0.14	11.58	14.78	9.64
0.13	11.62	14.77	9.61
0.11	11.67	14.75	9.58
0.10	11.69	14.74	9.57
0.09	11.74	14.72	9.54
0.08	11.76	14.71	9.53
0.06	11.81	14.69	9.50
0.05	11.86	14.67	9.48
0.04	11.88	14.66	9.46
0.03	11.93	14.63	9.44
